Date,Q,P,T
17.01.1984 00:00:00,12.07,0,2.92
18.01.1984 00:00:00,12.07,0,3.04
19.01.1984 00:00:00,12.1,0,4.29
20.01.1984 00:00:00,12.21,0,2.03
21.01.1984 00:00:00,12.07,1,0.36
22.01.1984 00:00:00,12.07,0,1.39
23.01.1984 00:00:00,12.07,3.9,1.37
24.01.1984 00:00:00,12.07,1.4,0.74
25.01.1984 00:00:00,11.91,5.8,-4.6
26.01.1984 00:00:00,12.07,4.1,-1.19
27.01.1984 00:00:00,12.07,0,0.37
28.01.1984 00:00:00,12.02,0,-0.61
29.01.1984 00:00:00,11.84,0,-1.4
30.01.1984 00:00:00,11.44,0,-2.16
31.01.1984 00:00:00,11.23,0,-0.81
01.02.1984 00:00:00,10.78,0,2.1
02.02.1984 00:00:00,10.77,2.8,1.07
03.02.1984 00:00:00,10.77,0,0.03
04.02.1984 00:00:00,10.8,0,-1.6
05.02.1984 00:00:00,11.33,0,-1.58
06.02.1984 00:00:00,10.8,0,3.23
07.02.1984 00:00:00,11.23,0,6.25
08.02.1984 00:00:00,11.4,4,3.81
09.02.1984 00:00:00,11.81,1.2,3.55
10.02.1984 00:00:00,12.07,0,2.31
11.02.1984 00:00:00,12.24,0,2.81
12.02.1984 00:00:00,12.44,1.1,0.59
13.02.1984 00:00:00,12.11,7.2,3.72
14.02.1984 00:00:00,12.46,0,3.84
15.02.1984 00:00:00,13.06,13.6,5.42
16.02.1984 00:00:00,15.95,0,5.07
17.02.1984 00:00:00,17.04,0,2.56
18.02.1984 00:00:00,17.75,0,0.52
19.02.1984 00:00:00,17.39,1,3
20.02.1984 00:00:00,16.9,1.6,4.38
21.02.1984 00:00:00,16.26,2.1,3.72
22.02.1984 00:00:00,15.36,0,2.88
23.02.1984 00:00:00,14.63,0,2.25
24.02.1984 00:00:00,14.12,0,2.12
25.02.1984 00:00:00,13.7,0,2.64
26.02.1984 00:00:00,12.93,0,4.83
27.02.1984 00:00:00,12.74,1.5,3.77
28.02.1984 00:00:00,12.39,0,2.85
01.03.1984 00:00:00,12.07,0,3.15
02.03.1984 00:00:00,11.57,0,2.55
03.03.1984 00:00:00,11.05,0,2.89
04.03.1984 00:00:00,10.77,0,3.22
05.03.1984 00:00:00,10.36,2.9,2.33
06.03.1984 00:00:00,10.14,0,3.1
07.03.1984 00:00:00,9.84,0,2.82
08.03.1984 00:00:00,9.44,0,4.22
09.03.1984 00:00:00,8.96,0,5.03
10.03.1984 00:00:00,8.9,0,6.03
11.03.1984 00:00:00,8.9,0,6.49
12.03.1984 00:00:00,8.61,0,6.76
13.03.1984 00:00:00,8.35,0,5.8
14.03.1984 00:00:00,8.17,0,5.96
15.03.1984 00:00:00,8.03,2.7,6.06
16.03.1984 00:00:00,7.76,0,8.02
17.03.1984 00:00:00,7.71,0,8.86
18.03.1984 00:00:00,7.66,4.1,8.01
19.03.1984 00:00:00,7.36,2.2,7.62
20.03.1984 00:00:00,7.16,0,8.67
21.03.1984 00:00:00,7.14,0.6,11.36
22.03.1984 00:00:00,7.14,2.6,9.07
23.03.1984 00:00:00,7.14,0,4.44
24.03.1984 00:00:00,7.14,0,2.43
25.03.1984 00:00:00,7.1,0,2.06
26.03.1984 00:00:00,6.57,0,3.71
27.03.1984 00:00:00,6.57,0,8.17
28.03.1984 00:00:00,6.15,0,5.77
29.03.1984 00:00:00,6.03,0,7.8
30.03.1984 00:00:00,6.03,0,9.74
31.03.1984 00:00:00,6.03,0,8.7
01.04.1984 00:00:00,6.03,0,10.04
02.04.1984 00:00:00,6.03,0,11.01
03.04.1984 00:00:00,5.91,0,12.57
04.04.1984 00:00:00,5.67,0,12.91
05.04.1984 00:00:00,5.5,0,12
06.04.1984 00:00:00,5.5,0,11.92
07.04.1984 00:00:00,5.5,1,12.23
08.04.1984 00:00:00,5.5,0,11.03
09.04.1984 00:00:00,5.5,1.1,6.9
10.04.1984 00:00:00,5.5,2.3,8.51
11.04.1984 00:00:00,5.48,0,9.34
12.04.1984 00:00:00,5.37,0,10.27
13.04.1984 00:00:00,5.15,0,10.48
14.04.1984 00:00:00,5.05,3.6,6.39
15.04.1984 00:00:00,4.89,0,3.82
16.04.1984 00:00:00,4.69,0,3.97
17.04.1984 00:00:00,4.86,1.3,5.02
18.04.1984 00:00:00,4.99,7.4,3.62
19.04.1984 00:00:00,4.97,0,7.02
20.04.1984 00:00:00,4.69,0,11.49
21.04.1984 00:00:00,4.5,0,9.82
22.04.1984 00:00:00,4.5,0,11.36
23.04.1984 00:00:00,4.5,0,11.71
24.04.1984 00:00:00,4.5,0,13.44
25.04.1984 00:00:00,4.5,0,14.09
26.04.1984 00:00:00,4.5,4.9,12.41
27.04.1984 00:00:00,4.5,0,12.02
28.04.1984 00:00:00,4.5,8.4,11.83
29.04.1984 00:00:00,4.5,0,13.03
30.04.1984 00:00:00,4.5,0,13.74
01.05.1984 00:00:00,4.5,0,12.19
02.05.1984 00:00:00,4.5,0,8.13
03.05.1984 00:00:00,4.5,0,5.3
04.05.1984 00:00:00,4.5,0,6.05
05.05.1984 00:00:00,4.5,0,8.2
06.05.1984 00:00:00,4.5,3,13
07.05.1984 00:00:00,4.5,4.2,11.97
08.05.1984 00:00:00,4.5,8.8,11.65
09.05.1984 00:00:00,4.5,4.7,12.49
10.05.1984 00:00:00,4.5,8.8,10.35
11.05.1984 00:00:00,4.54,2.8,10.04
12.05.1984 00:00:00,4.5,3,9.02
13.05.1984 00:00:00,4.5,3.7,8.14
14.05.1984 00:00:00,4.5,3.2,7.02
15.05.1984 00:00:00,4.5,0,7.94
16.05.1984 00:00:00,4.5,0,10.76
17.05.1984 00:00:00,4.5,0,11.21
18.05.1984 00:00:00,4.44,2.3,10.59
19.05.1984 00:00:00,4.3,0,14.4
20.05.1984 00:00:00,4.03,0,16.72
21.05.1984 00:00:00,4.03,0,18.68
22.05.1984 00:00:00,4.03,0,19.59
23.05.1984 00:00:00,4.03,0,14.69
24.05.1984 00:00:00,6.23,10.6,13.36
25.05.1984 00:00:00,7.29,0,14.79
26.05.1984 00:00:00,7.28,6.1,17.85
27.05.1984 00:00:00,7.15,14.5,14.47
28.05.1984 00:00:00,9.44,3.5,12.3
29.05.1984 00:00:00,12.21,2.9,9.22
30.05.1984 00:00:00,12.97,0,9.53
31.05.1984 00:00:00,12.45,0,11.19
01.06.1984 00:00:00,11.58,0,11.5
02.06.1984 00:00:00,10.73,0,13.01
03.06.1984 00:00:00,10.1,0,14.41
04.06.1984 00:00:00,9.49,4.7,15.61
05.06.1984 00:00:00,8.94,0,13.2
06.06.1984 00:00:00,8.64,0,15.74
07.06.1984 00:00:00,7.97,0,19.35
08.06.1984 00:00:00,7.71,0,22.13
09.06.1984 00:00:00,7.22,0,23.58
10.06.1984 00:00:00,7.14,3.1,24.01
11.06.1984 00:00:00,6.73,3,21.19
12.06.1984 00:00:00,6.18,0,17.92
13.06.1984 00:00:00,6.03,0,15.4
14.06.1984 00:00:00,6.03,0,12.56
15.06.1984 00:00:00,5.93,0,12.87
16.06.1984 00:00:00,5.59,0,13.41
17.06.1984 00:00:00,5.5,0,14.09
18.06.1984 00:00:00,5.5,0,15.7
19.06.1984 00:00:00,5.48,0,14.94
20.06.1984 00:00:00,5.28,0,12.95
21.06.1984 00:00:00,4.99,0,12.38
22.06.1984 00:00:00,4.92,0,13.25
23.06.1984 00:00:00,4.5,0,13.64
24.06.1984 00:00:00,4.5,2.3,14.4
25.06.1984 00:00:00,4.5,1.9,12.16
26.06.1984 00:00:00,4.5,0,13.22
27.06.1984 00:00:00,4.5,2.3,15.9
28.06.1984 00:00:00,4.5,4.6,16.33
29.06.1984 00:00:00,4.5,5.4,15.26
30.06.1984 00:00:00,4.44,2.6,13.8
01.07.1984 00:00:00,4.31,0,13.03
02.07.1984 00:00:00,4.03,0,15
03.07.1984 00:00:00,4.03,0,17.01
04.07.1984 00:00:00,4.03,0,20.28
05.07.1984 00:00:00,4.03,0,18.6
06.07.1984 00:00:00,4.03,0,21.95
07.07.1984 00:00:00,4.03,3.2,20.26
08.07.1984 00:00:00,4.03,46.1,18.27
09.07.1984 00:00:00,6.98,4.2,12.65
10.07.1984 00:00:00,7.96,4.7,12.85
11.07.1984 00:00:00,7.81,9,16.17
12.07.1984 00:00:00,7.54,0,16.35
13.07.1984 00:00:00,7.14,6.9,14.26
14.07.1984 00:00:00,7.14,2.2,17.29
15.07.1984 00:00:00,6.42,0,18.42
16.07.1984 00:00:00,6.03,0,19.32
17.07.1984 00:00:00,5.82,0,20.34
18.07.1984 00:00:00,5.5,0,21.12
19.07.1984 00:00:00,5.43,0,22.48
20.07.1984 00:00:00,5.15,0,24.21
21.07.1984 00:00:00,4.82,4.8,21.12
22.07.1984 00:00:00,4.56,0,21.99
23.07.1984 00:00:00,4.5,0,20.67
24.07.1984 00:00:00,4.43,0,18.39
25.07.1984 00:00:00,4.27,0,19.16
26.07.1984 00:00:00,4.03,0,19.28
27.07.1984 00:00:00,4.03,3.7,19.12
28.07.1984 00:00:00,4.03,2.3,19.91
29.07.1984 00:00:00,4.03,3.2,19.39
30.07.1984 00:00:00,4.23,5.5,19.02
31.07.1984 00:00:00,4.03,0,18.57
01.08.1984 00:00:00,4.03,0,18.24
02.08.1984 00:00:00,4.03,7.6,20.12
03.08.1984 00:00:00,4.03,3,18.76
04.08.1984 00:00:00,4.03,3.7,18.53
05.08.1984 00:00:00,4.03,0,15.45
06.08.1984 00:00:00,4.01,0,16.6
07.08.1984 00:00:00,3.65,0,17.47
08.08.1984 00:00:00,3.61,0,18.65
09.08.1984 00:00:00,3.57,0,19.2
10.08.1984 00:00:00,3.59,10.6,19.93
11.08.1984 00:00:00,3.56,0,17.73
12.08.1984 00:00:00,3.52,0,15.43
13.08.1984 00:00:00,3.41,8.5,13.91
14.08.1984 00:00:00,3.38,4.4,13.71
15.08.1984 00:00:00,3.49,7.8,12.19
16.08.1984 00:00:00,3.59,3.9,13.53
17.08.1984 00:00:00,3.55,0,14.83
18.08.1984 00:00:00,3.57,2.6,13.66
19.08.1984 00:00:00,3.43,0,13.62
20.08.1984 00:00:00,3.48,0,11.89
21.08.1984 00:00:00,3.38,0,11.54
22.08.1984 00:00:00,3.36,0,12.38
23.08.1984 00:00:00,3.37,4.8,12.53
24.08.1984 00:00:00,3.24,2.7,10.58
25.08.1984 00:00:00,3.45,7.8,11.52
26.08.1984 00:00:00,3.57,10.7,12.19
27.08.1984 00:00:00,3.79,0,12.95
28.08.1984 00:00:00,3.7,0,13.64
29.08.1984 00:00:00,3.91,0,15.98
30.08.1984 00:00:00,4.03,19.7,15.33
31.08.1984 00:00:00,5.34,13.9,13.17
01.09.1984 00:00:00,6.29,0,12.53
02.09.1984 00:00:00,7.16,1.4,13.81
03.09.1984 00:00:00,7.71,0,13.4
04.09.1984 00:00:00,7.62,0,15.99
05.09.1984 00:00:00,7.24,0,18.27
06.09.1984 00:00:00,6.91,0,17.7
07.09.1984 00:00:00,6.2,0,17.51
08.09.1984 00:00:00,6.03,0,17.5
09.09.1984 00:00:00,5.71,0,14.71
10.09.1984 00:00:00,5.5,7.1,12.36
11.09.1984 00:00:00,5.5,13.1,10.68
12.09.1984 00:00:00,5.82,3.2,13.95
13.09.1984 00:00:00,6.01,1.1,15.41
14.09.1984 00:00:00,6.03,0,14.89
15.09.1984 00:00:00,6.24,0,16.03
16.09.1984 00:00:00,6.27,0,15.55
17.09.1984 00:00:00,6.03,0,14.81
18.09.1984 00:00:00,6.03,0,14.55
19.09.1984 00:00:00,6.03,0,16.27
20.09.1984 00:00:00,5.84,5.1,15.43
21.09.1984 00:00:00,5.88,15.7,13.57
22.09.1984 00:00:00,7.21,4.7,9.46
23.09.1984 00:00:00,8.3,0,9.03
24.09.1984 00:00:00,8.43,0,8.37
25.09.1984 00:00:00,8.3,0,10.62
26.09.1984 00:00:00,8.17,0,11.97
27.09.1984 00:00:00,7.76,0,13.4
28.09.1984 00:00:00,7.71,0,12.03
29.09.1984 00:00:00,7.29,0,13.72
30.09.1984 00:00:00,7.14,1.3,15.36
01.10.1984 00:00:00,7.14,6.9,14.93
02.10.1984 00:00:00,6.76,0,13.39
03.10.1984 00:00:00,6.16,0,11.88
04.10.1984 00:00:00,6.03,0,9.83
05.10.1984 00:00:00,5.82,0,8.7
06.10.1984 00:00:00,5.52,0,9.01
07.10.1984 00:00:00,5.5,1.9,11.11
08.10.1984 00:00:00,5.5,1.7,13.68
09.10.1984 00:00:00,5.28,0,16.78
10.10.1984 00:00:00,5.08,0,14.48
11.10.1984 00:00:00,5.25,0,14.23
12.10.1984 00:00:00,4.75,0,14.09
13.10.1984 00:00:00,4.5,0.9,13.48
14.10.1984 00:00:00,4.5,2,13.32
15.10.1984 00:00:00,4.5,3.3,12.03
16.10.1984 00:00:00,4.5,15.5,12.18
17.10.1984 00:00:00,4.9,1.7,12.39
18.10.1984 00:00:00,4.99,0,12.22
19.10.1984 00:00:00,4.96,1.8,11.91
20.10.1984 00:00:00,4.96,0,12.87
21.10.1984 00:00:00,4.98,8,9.05
22.10.1984 00:00:00,5.69,16.4,6.06
23.10.1984 00:00:00,8.1,0,7.98
24.10.1984 00:00:00,9.02,0,7.22
25.10.1984 00:00:00,9.86,0,6.95
26.10.1984 00:00:00,10.03,0,7.94
27.10.1984 00:00:00,9.58,0,7.07
28.10.1984 00:00:00,9.22,0,4.32
29.10.1984 00:00:00,8.9,0,5.51
30.10.1984 00:00:00,8.51,0,7.35
31.10.1984 00:00:00,7.92,0,10
01.11.1984 00:00:00,7.71,0,8.45
02.11.1984 00:00:00,7.6,0,7.05
03.11.1984 00:00:00,7.14,0,9.61
04.11.1984 00:00:00,7.14,0,8.05
05.11.1984 00:00:00,7.14,11.1,7.81
06.11.1984 00:00:00,8.04,0,6.24
07.11.1984 00:00:00,8,0,4.99
08.11.1984 00:00:00,6.37,0,5.56
09.11.1984 00:00:00,6.29,0,3.99
10.11.1984 00:00:00,6.03,0,6.54
11.11.1984 00:00:00,6.03,0,7.34
12.11.1984 00:00:00,6.03,0,6.79
13.11.1984 00:00:00,6.03,0,7.97
14.11.1984 00:00:00,6.03,0,8.9
15.11.1984 00:00:00,6.03,0,6.87
16.11.1984 00:00:00,5.8,1.3,6.94
17.11.1984 00:00:00,5.5,0,4.71
18.11.1984 00:00:00,5.5,5.8,7.26
19.11.1984 00:00:00,5.5,0,4.92
20.11.1984 00:00:00,5.5,0,5.35
21.11.1984 00:00:00,5.5,0,4.26
22.11.1984 00:00:00,5.42,0,0.88
23.11.1984 00:00:00,5.31,0,2.09
24.11.1984 00:00:00,5.05,0,3.65
25.11.1984 00:00:00,5.35,0,1.77
26.11.1984 00:00:00,5.38,0,0.15
27.11.1984 00:00:00,5.45,0,0.46
28.11.1984 00:00:00,5.01,0,1.56
29.11.1984 00:00:00,4.99,0,1.79
30.11.1984 00:00:00,4.99,0,2.54
01.12.1984 00:00:00,4.75,1.4,0.98
02.12.1984 00:00:00,4.54,1.2,-0.9
03.12.1984 00:00:00,4.5,0,-1.39
04.12.1984 00:00:00,4.5,0,1.45
05.12.1984 00:00:00,4.5,0,2.64
06.12.1984 00:00:00,4.5,0,1.83
07.12.1984 00:00:00,4.5,2.1,1.82
08.12.1984 00:00:00,4.5,0,0.41
09.12.1984 00:00:00,4.3,0,-1.57
10.12.1984 00:00:00,4.05,2.5,-0.12
11.12.1984 00:00:00,4.25,9.7,2.97
12.12.1984 00:00:00,5.05,0,6.33
13.12.1984 00:00:00,5.47,8.7,7.05
14.12.1984 00:00:00,7.54,4.8,5.7
15.12.1984 00:00:00,9.67,6.9,5.48
16.12.1984 00:00:00,11.75,2.3,4.06
17.12.1984 00:00:00,13.51,8.3,1.18
18.12.1984 00:00:00,15.2,6,6.84
19.12.1984 00:00:00,17.62,8.5,8.57
20.12.1984 00:00:00,20.25,2.8,3.19
21.12.1984 00:00:00,20.72,0.7,3.38
22.12.1984 00:00:00,19.83,1.8,5.28
23.12.1984 00:00:00,18.49,0,7.52
24.12.1984 00:00:00,17.3,4.2,5.28
25.12.1984 00:00:00,16.46,3.5,2.68
26.12.1984 00:00:00,15.82,0,-1.88
27.12.1984 00:00:00,15.69,1.1,-3.67
28.12.1984 00:00:00,15.25,0,-5.81
29.12.1984 00:00:00,14.6,5,-5.1
30.12.1984 00:00:00,14.03,4.3,-4.15
31.12.1984 00:00:00,13.2,1.2,-0.88
01.01.1985 00:00:00,12.67,0,0.39
02.01.1985 00:00:00,12.07,4.1,1.06
03.01.1985 00:00:00,12.31,5.6,0.79
04.01.1985 00:00:00,12.37,1.1,0.6
05.01.1985 00:00:00,12.34,0,-0.33
06.01.1985 00:00:00,12.74,0,-1.63
07.01.1985 00:00:00,12.74,0,-0.92
08.01.1985 00:00:00,13.33,13.7,2.74
09.01.1985 00:00:00,19.91,16.6,5.65
10.01.1985 00:00:00,23.62,3.4,10.01
11.01.1985 00:00:00,23.79,1.1,1.94
12.01.1985 00:00:00,24.17,0,3.8
13.01.1985 00:00:00,24.13,2.4,7.55
14.01.1985 00:00:00,24.35,2.2,4.51
15.01.1985 00:00:00,24.85,0,2.66
16.01.1985 00:00:00,25.77,5.3,4.73
17.01.1985 00:00:00,25.69,0,2.37
18.01.1985 00:00:00,25.03,0,-0.35
19.01.1985 00:00:00,24.85,1.3,0.27
20.01.1985 00:00:00,24.38,2.7,0.05
21.01.1985 00:00:00,24.31,0,-0.54
22.01.1985 00:00:00,23.63,0,0.12
23.01.1985 00:00:00,22.91,0,-1.06
24.01.1985 00:00:00,22.26,1,-1.34
25.01.1985 00:00:00,21.67,2.9,-0.88
26.01.1985 00:00:00,21.67,5.3,-0.05
27.01.1985 00:00:00,21.25,0,0.42
28.01.1985 00:00:00,20.83,2.3,0.95
29.01.1985 00:00:00,20.83,10.5,0.34
30.01.1985 00:00:00,20.86,4.4,-1.01
31.01.1985 00:00:00,20.48,4.7,-1.94
01.02.1985 00:00:00,19.57,0.9,-1.37
02.02.1985 00:00:00,19.08,2,-0.35
03.02.1985 00:00:00,18.52,0,-2.54
04.02.1985 00:00:00,17.6,0,-3.52
05.02.1985 00:00:00,16.99,0,-3.65
06.02.1985 00:00:00,16.26,0,-3.46
07.02.1985 00:00:00,15.49,0,-4.19
08.02.1985 00:00:00,14.98,0,-2.17
09.02.1985 00:00:00,14.39,2.6,-0.52
10.02.1985 00:00:00,14.12,0,1.51
11.02.1985 00:00:00,14.12,0,0.72
12.02.1985 00:00:00,14.12,0,-1.12
13.02.1985 00:00:00,14.57,0,-1.63
14.02.1985 00:00:00,14.79,0,-2.31
15.02.1985 00:00:00,14.37,0,-1.72
16.02.1985 00:00:00,14.12,0,-0.46
17.02.1985 00:00:00,13.73,0,-2.04
18.02.1985 00:00:00,13.42,0,0.5
19.02.1985 00:00:00,13.32,0,-1.62
20.02.1985 00:00:00,12.86,0,1.89
21.02.1985 00:00:00,12.74,0,1.68
22.02.1985 00:00:00,12.71,0,-0.23
23.02.1985 00:00:00,12.74,3.4,-0.74
24.02.1985 00:00:00,12.74,0,1.91
25.02.1985 00:00:00,12.74,0,1
26.02.1985 00:00:00,12.74,0,-0.36
27.02.1985 00:00:00,13.04,0,0.62
28.02.1985 00:00:00,13.18,0,1.97
01.03.1985 00:00:00,13.42,5.4,2.17
02.03.1985 00:00:00,14.01,4.1,4.03
03.03.1985 00:00:00,14.31,2.5,3.01
04.03.1985 00:00:00,14.85,1.4,2.19
05.03.1985 00:00:00,14.82,0,2.16
06.03.1985 00:00:00,14.82,0,1.83
07.03.1985 00:00:00,14.28,0,2.07
08.03.1985 00:00:00,14.12,0,3.7
09.03.1985 00:00:00,13.64,0,4.45
10.03.1985 00:00:00,12.93,1.5,4.99
11.03.1985 00:00:00,12.73,0,3.74
12.03.1985 00:00:00,12.13,0,2.43
13.03.1985 00:00:00,11.98,0,1.8
14.03.1985 00:00:00,11.19,1.4,2.33
15.03.1985 00:00:00,10.77,0,3.23
16.03.1985 00:00:00,10.25,0,6.01
17.03.1985 00:00:00,9.86,0,8.07
18.03.1985 00:00:00,9.3,0,6.29
19.03.1985 00:00:00,8.9,0,5.8
20.03.1985 00:00:00,8.9,0,3.49
21.03.1985 00:00:00,8.79,0,2.31
22.03.1985 00:00:00,8.3,0,0.92
23.03.1985 00:00:00,7.85,0,2.36
24.03.1985 00:00:00,7.69,0,4.12
25.03.1985 00:00:00,7.39,0,7.97
26.03.1985 00:00:00,7.14,0,6.34
27.03.1985 00:00:00,7.14,1.7,5.36
28.03.1985 00:00:00,7.14,3,6.28
29.03.1985 00:00:00,7.17,17.8,8.48
30.03.1985 00:00:00,7.74,10.2,4.72
31.03.1985 00:00:00,9.75,14.1,5.73
01.04.1985 00:00:00,11.73,5.1,2.62
02.04.1985 00:00:00,13.66,6.9,1.93
03.04.1985 00:00:00,15.19,0,2.43
04.04.1985 00:00:00,16.13,0,1.47
05.04.1985 00:00:00,15.92,0,0.97
06.04.1985 00:00:00,15.34,0,1.65
07.04.1985 00:00:00,14.51,0,3.35
08.04.1985 00:00:00,14.01,0,6.52
09.04.1985 00:00:00,13.21,0,8.47
10.04.1985 00:00:00,12.59,0,9.4
11.04.1985 00:00:00,11.89,0.8,10.64
12.04.1985 00:00:00,11.11,0,10.55
13.04.1985 00:00:00,10.77,0,7.66
14.04.1985 00:00:00,10.17,0,7.7
15.04.1985 00:00:00,9.97,0,13.34
16.04.1985 00:00:00,9.42,0,12.69
17.04.1985 00:00:00,8.9,0,7.36
18.04.1985 00:00:00,8.9,0,3.5
19.04.1985 00:00:00,8.44,0,5.91
20.04.1985 00:00:00,7.97,0,8.17
21.04.1985 00:00:00,7.71,0,10.25
22.04.1985 00:00:00,7.46,0,4.64
23.04.1985 00:00:00,7.14,0,7.61
24.04.1985 00:00:00,7.14,0,9.01
25.04.1985 00:00:00,7.14,1.8,10.45
26.04.1985 00:00:00,7.14,0,12.79
27.04.1985 00:00:00,6.82,6.6,12.76
28.04.1985 00:00:00,6.44,0,6.48
29.04.1985 00:00:00,6.04,0,7.15
30.04.1985 00:00:00,6.03,9.6,8.43
01.05.1985 00:00:00,6.03,0,8.62
02.05.1985 00:00:00,6.03,0,9.22
03.05.1985 00:00:00,6.03,5.1,10.51
04.05.1985 00:00:00,5.64,0,16
05.05.1985 00:00:00,5.5,0,17.76
06.05.1985 00:00:00,5.5,0,13.36
07.05.1985 00:00:00,5.5,0,9.8
08.05.1985 00:00:00,5.5,0,12.44
09.05.1985 00:00:00,5.42,2.4,14.17
10.05.1985 00:00:00,5.1,0,11.69
11.05.1985 00:00:00,4.9,0,13.7
12.05.1985 00:00:00,4.69,4.8,16.91
13.05.1985 00:00:00,4.51,0,12.68
14.05.1985 00:00:00,4.5,0,12.72
15.05.1985 00:00:00,4.5,0,11.74
16.05.1985 00:00:00,4.5,0,11.74
17.05.1985 00:00:00,4.5,0,11.36
18.05.1985 00:00:00,4.5,0,12.89
19.05.1985 00:00:00,4.37,0,11.89
20.05.1985 00:00:00,4.07,0,8.84
21.05.1985 00:00:00,4.03,0,9.39
22.05.1985 00:00:00,4.03,0,10.03
23.05.1985 00:00:00,4.03,0,12.2
24.05.1985 00:00:00,4.03,1.7,14.37
25.05.1985 00:00:00,4.03,7.4,12.05
26.05.1985 00:00:00,4.03,0,10.19
27.05.1985 00:00:00,4.03,0,8.83
28.05.1985 00:00:00,4.03,0.6,12.2
29.05.1985 00:00:00,4,1.7,13.24
30.05.1985 00:00:00,3.67,0,11.42
31.05.1985 00:00:00,3.8,0,12.74
01.06.1985 00:00:00,3.59,4.8,14.28
02.06.1985 00:00:00,3.42,0,16.31
03.06.1985 00:00:00,3.22,0,18.59
04.06.1985 00:00:00,3.17,0,17.13
05.06.1985 00:00:00,3.17,0,19.61
06.06.1985 00:00:00,3.17,8.4,22.39
07.06.1985 00:00:00,3.17,0,18.44
08.06.1985 00:00:00,3.17,3,12.74
09.06.1985 00:00:00,3.17,0,12.11
10.06.1985 00:00:00,3.17,0,14.77
11.06.1985 00:00:00,3.17,5.8,14.73
12.06.1985 00:00:00,3.17,0,19.6
13.06.1985 00:00:00,3.17,0,20.11
14.06.1985 00:00:00,3.17,0,18.86
15.06.1985 00:00:00,2.99,0,14.63
16.06.1985 00:00:00,3.1,0,12.67
17.06.1985 00:00:00,3.17,3.4,13.37
18.06.1985 00:00:00,3.17,9.9,13.26
19.06.1985 00:00:00,3.11,1.3,11.65
20.06.1985 00:00:00,3.15,1.6,10.73
21.06.1985 00:00:00,3.17,5.8,11.47
22.06.1985 00:00:00,3.17,15.6,11.98
23.06.1985 00:00:00,3.31,7.2,10.55
24.06.1985 00:00:00,3.17,0,12.21
25.06.1985 00:00:00,3.17,0,14.36
26.06.1985 00:00:00,3.17,0,17.12
27.06.1985 00:00:00,3.17,1.6,16.49
28.06.1985 00:00:00,3.17,0,15.86
29.06.1985 00:00:00,3.03,0,19.1
30.06.1985 00:00:00,2.83,0,20.35
01.07.1985 00:00:00,2.81,0,21.99
02.07.1985 00:00:00,2.78,0,23.43
03.07.1985 00:00:00,2.78,0,24.52
04.07.1985 00:00:00,2.78,0,26.16
05.07.1985 00:00:00,2.78,14.7,27.26
06.07.1985 00:00:00,2.78,0,20.6
07.07.1985 00:00:00,2.76,6.8,22.62
08.07.1985 00:00:00,2.74,0.5,17.62
09.07.1985 00:00:00,2.71,0.8,14.24
10.07.1985 00:00:00,2.78,0,12.88
11.07.1985 00:00:00,2.78,0,17.12
12.07.1985 00:00:00,2.78,1.7,18.21
13.07.1985 00:00:00,2.78,4.1,15.56
14.07.1985 00:00:00,2.78,2.3,17.48
15.07.1985 00:00:00,2.78,0,18.91
16.07.1985 00:00:00,2.75,0,21.7
17.07.1985 00:00:00,2.72,0,23.21
18.07.1985 00:00:00,2.48,0,22.27
19.07.1985 00:00:00,2.46,4,21.35
20.07.1985 00:00:00,2.4,1,18.38
21.07.1985 00:00:00,2.45,0,22.34
22.07.1985 00:00:00,2.41,6.1,23.78
23.07.1985 00:00:00,2.41,0,20.04
24.07.1985 00:00:00,2.41,0,21.91
25.07.1985 00:00:00,2.3,0,19.23
26.07.1985 00:00:00,2.3,0.9,15.33
27.07.1985 00:00:00,2.41,3.3,15.48
28.07.1985 00:00:00,2.42,0,15.78
29.07.1985 00:00:00,2.41,0,13.98
30.07.1985 00:00:00,2.4,0,12.81
31.07.1985 00:00:00,2.4,0,14.73
01.08.1985 00:00:00,2.38,0,17.75
02.08.1985 00:00:00,2.21,0,19.81
03.08.1985 00:00:00,2.13,0,21.07
04.08.1985 00:00:00,2.13,0,21.53
05.08.1985 00:00:00,2.06,0,19.77
06.08.1985 00:00:00,2.06,0,23.8
07.08.1985 00:00:00,2.06,0,27.03
08.08.1985 00:00:00,2.06,0,24.57
09.08.1985 00:00:00,2.06,0,23.44
10.08.1985 00:00:00,2.06,0,25.21
11.08.1985 00:00:00,2.06,0,23.61
12.08.1985 00:00:00,2.06,0,24.41
13.08.1985 00:00:00,2.06,0,26.02
14.08.1985 00:00:00,2.06,5.3,25.65
15.08.1985 00:00:00,2.06,2.7,20.49
16.08.1985 00:00:00,2.24,20,17.25
17.08.1985 00:00:00,2.2,9.2,14.47
18.08.1985 00:00:00,2.39,0,14.14
19.08.1985 00:00:00,2.41,0,14.27
20.08.1985 00:00:00,2.41,1.9,14.44
21.08.1985 00:00:00,2.41,0,15.93
22.08.1985 00:00:00,2.41,0,16.59
23.08.1985 00:00:00,2.31,4.8,17.47
24.08.1985 00:00:00,2.08,4.2,19.29
25.08.1985 00:00:00,2.06,0,14.16
26.08.1985 00:00:00,2.21,0,16.18
27.08.1985 00:00:00,2.08,1,19.81
28.08.1985 00:00:00,2.1,4.2,18.79
29.08.1985 00:00:00,2.31,0,20.46
30.08.1985 00:00:00,2.49,0,23.36
