Date,Q,P,T
08.06.1982 00:00:00,4.01,4.8,16.53
09.06.1982 00:00:00,4.03,0,14.37
10.06.1982 00:00:00,4.03,0,13.6
11.06.1982 00:00:00,4.03,1.8,12.67
12.06.1982 00:00:00,4.03,0,14.02
13.06.1982 00:00:00,4.01,24.3,12.32
14.06.1982 00:00:00,4.81,2.6,11.89
15.06.1982 00:00:00,4.5,0,15.52
16.06.1982 00:00:00,4.5,0,19
17.06.1982 00:00:00,4.5,0,15.26
18.06.1982 00:00:00,4.28,0,20.1
19.06.1982 00:00:00,4.03,10.1,20.52
20.06.1982 00:00:00,4.41,0.8,19
21.06.1982 00:00:00,4.43,1.2,18.37
22.06.1982 00:00:00,4.03,0,16.28
23.06.1982 00:00:00,4.03,0,14.5
24.06.1982 00:00:00,4.03,2.5,15.43
25.06.1982 00:00:00,4.03,2.4,13.25
26.06.1982 00:00:00,4,0,12.44
27.06.1982 00:00:00,3.92,0,15.84
28.06.1982 00:00:00,4,0,19.74
29.06.1982 00:00:00,3.92,0,22.5
30.06.1982 00:00:00,4,19.9,23
01.07.1982 00:00:00,4.02,8.4,16.68
02.07.1982 00:00:00,4.03,2.3,16.82
03.07.1982 00:00:00,4.03,0,18.01
04.07.1982 00:00:00,4.03,3.6,20.22
05.07.1982 00:00:00,4.57,15.3,18.32
06.07.1982 00:00:00,5.15,0,18.96
07.07.1982 00:00:00,4.75,1.1,17.45
08.07.1982 00:00:00,4.6,2.9,16.64
09.07.1982 00:00:00,4.5,0,16.53
10.07.1982 00:00:00,4.5,4.1,17.81
11.07.1982 00:00:00,4.43,0,16.42
12.07.1982 00:00:00,4.05,7.5,12.9
13.07.1982 00:00:00,4.31,11.8,12.81
14.07.1982 00:00:00,4.77,6.7,14.59
15.07.1982 00:00:00,4.99,4.7,13.22
16.07.1982 00:00:00,4.96,5.4,13.57
17.07.1982 00:00:00,5.76,9.4,14
18.07.1982 00:00:00,7.14,0,17.45
19.07.1982 00:00:00,7.14,0,16.6
20.07.1982 00:00:00,7.14,1,14.69
21.07.1982 00:00:00,7.14,3.3,13.26
22.07.1982 00:00:00,7.04,0,12.5
23.07.1982 00:00:00,6.41,0,14.98
24.07.1982 00:00:00,6.03,0,19.68
25.07.1982 00:00:00,5.88,0,21.35
26.07.1982 00:00:00,5.58,0,21.82
27.07.1982 00:00:00,5.64,4.7,23.52
28.07.1982 00:00:00,5.5,2.8,19.87
29.07.1982 00:00:00,5.59,10.8,16.94
30.07.1982 00:00:00,5.48,0,14.55
31.07.1982 00:00:00,5.21,0,15.46
01.08.1982 00:00:00,4.77,0,18.68
02.08.1982 00:00:00,4.5,0,20.1
03.08.1982 00:00:00,4.5,0,18.88
04.08.1982 00:00:00,4.5,0,18.63
05.08.1982 00:00:00,4.5,1.8,19.01
06.08.1982 00:00:00,4.5,1,17.67
07.08.1982 00:00:00,4.3,1.4,15.05
08.08.1982 00:00:00,4.07,0,15.08
09.08.1982 00:00:00,4.03,0,15.2
10.08.1982 00:00:00,4.03,0,15.19
11.08.1982 00:00:00,4.03,0,13.05
12.08.1982 00:00:00,4.03,0,14.96
13.08.1982 00:00:00,3.95,0,15.44
14.08.1982 00:00:00,3.7,0,17
15.08.1982 00:00:00,3.61,0,19.1
16.08.1982 00:00:00,3.43,6.2,16.28
17.08.1982 00:00:00,3.51,0,17.11
18.08.1982 00:00:00,3.19,0,18.98
19.08.1982 00:00:00,3.17,0,22.21
20.08.1982 00:00:00,3.17,0,24.23
21.08.1982 00:00:00,3.17,12.1,23.76
22.08.1982 00:00:00,3.19,0,18.74
23.08.1982 00:00:00,3.17,5.2,16.15
24.08.1982 00:00:00,3.19,2.7,17.78
25.08.1982 00:00:00,3.17,0,19.37
26.08.1982 00:00:00,3.17,2.7,15.46
27.08.1982 00:00:00,3.17,0,14.68
28.08.1982 00:00:00,3.17,0,16.17
29.08.1982 00:00:00,3.17,3.4,19.32
30.08.1982 00:00:00,3.17,8.3,16.58
31.08.1982 00:00:00,3.17,0,13.73
01.09.1982 00:00:00,3.17,0,13.22
02.09.1982 00:00:00,3.17,0,13.59
03.09.1982 00:00:00,3.17,0,15.79
04.09.1982 00:00:00,3.17,0,16.11
05.09.1982 00:00:00,3.17,1,15.13
06.09.1982 00:00:00,3.17,0,11.89
07.09.1982 00:00:00,3.17,0,12.29
08.09.1982 00:00:00,3.17,0,15.91
09.09.1982 00:00:00,3.17,0,17.51
10.09.1982 00:00:00,3.17,0,18.25
11.09.1982 00:00:00,3.15,14.8,17.56
12.09.1982 00:00:00,3.17,2.1,11.47
13.09.1982 00:00:00,3.17,0,9.4
14.09.1982 00:00:00,3.06,0,11.14
15.09.1982 00:00:00,2.83,0,11.82
16.09.1982 00:00:00,3.14,0,11.25
17.09.1982 00:00:00,3.04,0,12.05
18.09.1982 00:00:00,2.92,9.8,14.29
19.09.1982 00:00:00,2.88,0,9.64
20.09.1982 00:00:00,2.81,0,6.47
21.09.1982 00:00:00,2.81,3.4,9.08
22.09.1982 00:00:00,2.78,0,9.65
23.09.1982 00:00:00,2.95,0,8.93
24.09.1982 00:00:00,2.92,1.2,12.32
25.09.1982 00:00:00,2.78,3.4,12.54
26.09.1982 00:00:00,2.79,12.8,13.25
27.09.1982 00:00:00,3.08,5,11.34
28.09.1982 00:00:00,3.17,0,10.97
29.09.1982 00:00:00,3.15,0,9.98
30.09.1982 00:00:00,3.15,0,8
01.10.1982 00:00:00,3.11,0,9.52
02.10.1982 00:00:00,2.84,0,10.86
03.10.1982 00:00:00,2.92,0,11.22
04.10.1982 00:00:00,2.92,5,11.18
05.10.1982 00:00:00,3.06,0,11.53
06.10.1982 00:00:00,3,15.2,14.25
07.10.1982 00:00:00,3.22,0,7.87
08.10.1982 00:00:00,3.17,0,4.83
09.10.1982 00:00:00,3.17,0,6.94
10.10.1982 00:00:00,3.17,0,3.84
11.10.1982 00:00:00,3.17,0,4.1
12.10.1982 00:00:00,3.17,4.4,6.72
13.10.1982 00:00:00,3.17,0,6.46
14.10.1982 00:00:00,3.17,0,8.2
15.10.1982 00:00:00,3.17,0,7.14
16.10.1982 00:00:00,3.17,0,8.27
17.10.1982 00:00:00,3.17,0,8.85
18.10.1982 00:00:00,3.17,0,9.02
19.10.1982 00:00:00,3.11,0,9.9
20.10.1982 00:00:00,2.84,0,8.44
21.10.1982 00:00:00,2.83,0,9.3
22.10.1982 00:00:00,2.78,0,9.16
23.10.1982 00:00:00,2.83,0,10.22
24.10.1982 00:00:00,2.8,0,7.97
25.10.1982 00:00:00,2.92,0,7.07
26.10.1982 00:00:00,2.95,10,3.87
27.10.1982 00:00:00,3.17,2.9,0.35
28.10.1982 00:00:00,3.17,0,-0.83
29.10.1982 00:00:00,3.17,0,-2.02
30.10.1982 00:00:00,3.22,6.3,1.73
31.10.1982 00:00:00,3.32,0.9,3.92
01.11.1982 00:00:00,3.27,3.3,4.94
02.11.1982 00:00:00,3.39,5.9,6.41
03.11.1982 00:00:00,5.12,18.8,7
04.11.1982 00:00:00,8.66,4.1,6.91
05.11.1982 00:00:00,9.08,14.8,5.95
06.11.1982 00:00:00,12.49,2.8,3.16
07.11.1982 00:00:00,13.59,3.6,5.08
08.11.1982 00:00:00,14.82,0,6.16
09.11.1982 00:00:00,14.51,0,5.48
10.11.1982 00:00:00,13.99,2.8,5.49
11.11.1982 00:00:00,12.87,4.4,7.72
12.11.1982 00:00:00,11.99,0,5.87
13.11.1982 00:00:00,11.08,0,1.31
14.11.1982 00:00:00,10.77,0,-0.16
15.11.1982 00:00:00,10.44,0,-0.76
16.11.1982 00:00:00,10.14,0,0.49
17.11.1982 00:00:00,10.02,0,-0.1
18.11.1982 00:00:00,9.32,0,1.97
19.11.1982 00:00:00,8.9,0,3.97
20.11.1982 00:00:00,8.69,0,3.43
21.11.1982 00:00:00,8.09,0,4.73
22.11.1982 00:00:00,7.71,0,3.94
23.11.1982 00:00:00,7.68,0,4.07
24.11.1982 00:00:00,7.14,0,5.23
25.11.1982 00:00:00,7.14,0,7.01
26.11.1982 00:00:00,7.05,3,4.32
27.11.1982 00:00:00,6.53,0,6.33
28.11.1982 00:00:00,6.14,6.3,4.92
29.11.1982 00:00:00,6.66,5.9,1.61
30.11.1982 00:00:00,7.14,0,-0.36
01.12.1982 00:00:00,7.2,0,-2.71
02.12.1982 00:00:00,7.62,2.7,-1.8
03.12.1982 00:00:00,7.69,2,-0.84
04.12.1982 00:00:00,7.71,4.4,0.49
05.12.1982 00:00:00,7.71,5.8,-0.04
06.12.1982 00:00:00,7.71,0,-2.58
07.12.1982 00:00:00,7.74,0,-5.72
08.12.1982 00:00:00,7.71,0,-9.36
09.12.1982 00:00:00,7.71,13.8,-5.79
10.12.1982 00:00:00,7.83,5,0.18
11.12.1982 00:00:00,7.71,1,-4.08
12.12.1982 00:00:00,7.71,3.3,-5.61
13.12.1982 00:00:00,7.71,0,-5.81
14.12.1982 00:00:00,7.71,11.1,-1.32
15.12.1982 00:00:00,11.42,10.1,1.34
16.12.1982 00:00:00,18.03,6.3,2.3
17.12.1982 00:00:00,24.83,9.3,2.04
18.12.1982 00:00:00,28.08,0,1.69
19.12.1982 00:00:00,30.51,0,1.9
20.12.1982 00:00:00,29.74,1,0.19
21.12.1982 00:00:00,28.53,3.9,-0.37
22.12.1982 00:00:00,28.11,10,1.13
23.12.1982 00:00:00,29.7,15.4,6.22
24.12.1982 00:00:00,32.86,0,7.98
25.12.1982 00:00:00,33.42,2.7,5.66
26.12.1982 00:00:00,31.27,4.8,6.44
27.12.1982 00:00:00,30.51,19.2,5.69
28.12.1982 00:00:00,30.98,0.8,2.75
29.12.1982 00:00:00,30.79,0,3.72
30.12.1982 00:00:00,29.15,2.6,4.07
31.12.1982 00:00:00,21.1,0,5.18
01.01.1983 00:00:00,21.57,1.5,2.78
02.01.1983 00:00:00,20.7,0,1.69
03.01.1983 00:00:00,20.88,2.8,2.96
04.01.1983 00:00:00,20.15,9,7.31
05.01.1983 00:00:00,20.55,2.3,6.74
06.01.1983 00:00:00,20.67,3.3,5.52
07.01.1983 00:00:00,20.7,0,4.67
08.01.1983 00:00:00,21.18,3.8,4.06
09.01.1983 00:00:00,20.6,2.2,3.63
10.01.1983 00:00:00,20.95,1.8,1.91
11.01.1983 00:00:00,21.05,0,-2.37
12.01.1983 00:00:00,20.78,0,-4.76
13.01.1983 00:00:00,20.93,0,-5.67
14.01.1983 00:00:00,20.42,0.6,-3.54
15.01.1983 00:00:00,19.44,0,-4.97
16.01.1983 00:00:00,18.95,2.4,-3.54
17.01.1983 00:00:00,18.31,1.3,-4
18.01.1983 00:00:00,17.69,0,-4.89
19.01.1983 00:00:00,17.19,0,-5.95
20.01.1983 00:00:00,16.6,6,-4.8
21.01.1983 00:00:00,16.22,0,-4.8
22.01.1983 00:00:00,15.13,0,-3.66
23.01.1983 00:00:00,15.03,0,-3.3
24.01.1983 00:00:00,14.63,0,-5.69
25.01.1983 00:00:00,14.26,0,-6.28
26.01.1983 00:00:00,13.83,0,-5.28
27.01.1983 00:00:00,13.05,1.4,-1.6
28.01.1983 00:00:00,12.71,1.6,1.17
29.01.1983 00:00:00,13.4,10.6,3.59
30.01.1983 00:00:00,17.61,9.2,8.09
31.01.1983 00:00:00,19.68,4,5.15
01.02.1983 00:00:00,19.53,7.3,3.93
02.02.1983 00:00:00,19.63,1.5,1.47
03.02.1983 00:00:00,18.77,10,0.42
04.02.1983 00:00:00,18.64,5.3,1.44
05.02.1983 00:00:00,19.65,8.9,1.84
06.02.1983 00:00:00,20.29,0.6,-1.44
07.02.1983 00:00:00,19.94,1.3,-3.45
08.02.1983 00:00:00,19.78,4.2,-3.86
09.02.1983 00:00:00,19.89,0,-4.59
10.02.1983 00:00:00,19.37,0,-7.43
11.02.1983 00:00:00,19.47,0,-7
12.02.1983 00:00:00,19.14,0,-3.46
13.02.1983 00:00:00,18.42,0,-3.32
14.02.1983 00:00:00,17.99,0,-2.3
15.02.1983 00:00:00,17.39,2.3,-2.89
16.02.1983 00:00:00,16.67,1,-0.3
17.02.1983 00:00:00,16.01,0,0.44
18.02.1983 00:00:00,15.4,0,0.08
19.02.1983 00:00:00,14.92,4.1,-0.76
20.02.1983 00:00:00,14.82,1.2,-3.11
21.02.1983 00:00:00,14.82,0,-6.06
22.02.1983 00:00:00,14.28,2.5,-6.48
23.02.1983 00:00:00,14.14,2.9,-5.08
24.02.1983 00:00:00,13.74,2.1,-2.04
25.02.1983 00:00:00,12.74,0.9,0.44
26.02.1983 00:00:00,12.74,0,0.66
27.02.1983 00:00:00,12.05,0,-0.26
28.02.1983 00:00:00,11.42,0,0.89
01.03.1983 00:00:00,11.44,0,0.03
02.03.1983 00:00:00,11.21,0,-0.59
03.03.1983 00:00:00,11.07,0,-1.82
04.03.1983 00:00:00,11,0,-0.22
05.03.1983 00:00:00,11.16,0,0.87
06.03.1983 00:00:00,12.66,0,2.19
07.03.1983 00:00:00,14.34,0,4.19
08.03.1983 00:00:00,16.44,0,5.48
09.03.1983 00:00:00,17.74,1.6,4.68
10.03.1983 00:00:00,18.34,2.2,4.55
11.03.1983 00:00:00,17.36,0,-3.74
12.03.1983 00:00:00,16.43,3.9,-4.83
13.03.1983 00:00:00,15.27,0,-5.88
14.03.1983 00:00:00,14.37,0,-7.4
15.03.1983 00:00:00,13.57,0,-5.96
16.03.1983 00:00:00,12.77,0,-2.9
17.03.1983 00:00:00,12.78,0.9,1.13
18.03.1983 00:00:00,13.28,10,0.3
19.03.1983 00:00:00,13.42,2.1,0.9
20.03.1983 00:00:00,14.06,4.5,2.76
21.03.1983 00:00:00,14.82,0,0.16
22.03.1983 00:00:00,15.34,0,-1.77
23.03.1983 00:00:00,15.4,0,-2.75
24.03.1983 00:00:00,14.81,0,-3.42
25.03.1983 00:00:00,14.29,0,-2.97
26.03.1983 00:00:00,13.64,0,-2.93
27.03.1983 00:00:00,12.95,0,-2.62
28.03.1983 00:00:00,12.63,0,0.67
29.03.1983 00:00:00,12.09,0,0.31
30.03.1983 00:00:00,11.84,0,0.71
31.03.1983 00:00:00,11.13,0,-1.34
01.04.1983 00:00:00,10.73,0,-1.74
02.04.1983 00:00:00,10.14,0,0.17
03.04.1983 00:00:00,9.63,0,-0.49
04.04.1983 00:00:00,9.04,0,-0.19
05.04.1983 00:00:00,8.88,0,0.22
06.04.1983 00:00:00,8.2,0,0.26
07.04.1983 00:00:00,7.71,0,1.06
08.04.1983 00:00:00,7.71,0,1.59
09.04.1983 00:00:00,7.28,8.3,4.42
10.04.1983 00:00:00,7.15,4.1,5.5
11.04.1983 00:00:00,7.14,17.3,8.65
12.04.1983 00:00:00,9.31,3.2,9.18
13.04.1983 00:00:00,10.75,0,8.05
14.04.1983 00:00:00,11.42,0,9.13
15.04.1983 00:00:00,11,0,12.92
16.04.1983 00:00:00,10.41,0,13.51
17.04.1983 00:00:00,9.6,0,13.96
18.04.1983 00:00:00,8.91,0,15.75
19.04.1983 00:00:00,8.33,0,9.84
20.04.1983 00:00:00,7.63,0,7.11
21.04.1983 00:00:00,7.14,0,10.31
22.04.1983 00:00:00,6.82,0,9.91
23.04.1983 00:00:00,6.31,0,11.08
24.04.1983 00:00:00,5.91,0,11.5
25.04.1983 00:00:00,5.5,0,13.74
26.04.1983 00:00:00,5.5,11.9,14.63
27.04.1983 00:00:00,5.5,11,7.16
28.04.1983 00:00:00,5.5,0,6.11
29.04.1983 00:00:00,4.87,0.9,8.49
30.04.1983 00:00:00,4.5,3.9,7.39
01.05.1983 00:00:00,4.5,0,9.85
02.05.1983 00:00:00,4.3,0,10.61
03.05.1983 00:00:00,4.03,3.1,11.44
04.05.1983 00:00:00,4.03,3.4,10.59
05.05.1983 00:00:00,4.03,0,13.61
06.05.1983 00:00:00,3.99,0,14.04
07.05.1983 00:00:00,3.72,6.6,14.29
08.05.1983 00:00:00,3.63,0,15.07
09.05.1983 00:00:00,3.28,1.3,15.31
10.05.1983 00:00:00,3.19,0,13.01
11.05.1983 00:00:00,3.17,0.9,10.78
12.05.1983 00:00:00,3.13,2.1,7.25
13.05.1983 00:00:00,2.99,2.4,7.44
14.05.1983 00:00:00,2.79,0,11.32
15.05.1983 00:00:00,2.78,3.9,14.54
16.05.1983 00:00:00,2.78,0,15.47
17.05.1983 00:00:00,2.78,14.5,14.74
18.05.1983 00:00:00,3.08,2.6,11.34
19.05.1983 00:00:00,3.95,26.3,12.55
20.05.1983 00:00:00,10.3,0,10.89
21.05.1983 00:00:00,11.98,2,10.57
22.05.1983 00:00:00,11.39,6.9,8.34
23.05.1983 00:00:00,10.54,3.9,7.77
24.05.1983 00:00:00,10.02,0,5.91
25.05.1983 00:00:00,9.51,6.3,7.8
26.05.1983 00:00:00,11.81,35.1,6.19
27.05.1983 00:00:00,20.07,3.4,7.92
28.05.1983 00:00:00,26.66,0,11.7
29.05.1983 00:00:00,22.39,2,9.21
30.05.1983 00:00:00,24.74,22.7,9.37
31.05.1983 00:00:00,30.28,12.3,12.15
01.06.1983 00:00:00,28.42,8.1,11.04
02.06.1983 00:00:00,27.65,22.5,8.96
03.06.1983 00:00:00,29.76,1.6,8.61
04.06.1983 00:00:00,31.67,0,12.51
05.06.1983 00:00:00,29.74,0,14.2
06.06.1983 00:00:00,31.21,0,14.45
07.06.1983 00:00:00,34.2,0,16.03
08.06.1983 00:00:00,34.45,0,16.78
09.06.1983 00:00:00,34.08,4.7,15.18
10.06.1983 00:00:00,33.79,3.5,12.82
11.06.1983 00:00:00,33.3,1.9,13.5
12.06.1983 00:00:00,32.93,0,15.82
13.06.1983 00:00:00,32.57,6.3,19.09
14.06.1983 00:00:00,32.3,0,13.62
15.06.1983 00:00:00,31.28,0,15.43
16.06.1983 00:00:00,30.73,0,16.25
17.06.1983 00:00:00,30.11,0,21.6
18.06.1983 00:00:00,29.62,0,24.6
19.06.1983 00:00:00,29.01,0,25.72
20.06.1983 00:00:00,28.02,26,22.55
21.06.1983 00:00:00,27.61,0,17.37
22.06.1983 00:00:00,26.71,0,16.67
23.06.1983 00:00:00,26.65,0,15.93
24.06.1983 00:00:00,26.24,0,13.8
25.06.1983 00:00:00,25.6,2.7,11.87
26.06.1983 00:00:00,24.54,0,10.01
27.06.1983 00:00:00,24.05,0,10.99
28.06.1983 00:00:00,23.84,2,11.99
29.06.1983 00:00:00,23.53,7.3,11.68
30.06.1983 00:00:00,22.87,0,11.24
01.07.1983 00:00:00,22.29,0,14.77
02.07.1983 00:00:00,22.35,0,17.37
03.07.1983 00:00:00,21.6,2.7,16.77
04.07.1983 00:00:00,21.22,0,18.37
05.07.1983 00:00:00,21,0,17.76
06.07.1983 00:00:00,20.86,0,18.68
07.07.1983 00:00:00,20.14,0,18.79
08.07.1983 00:00:00,19.29,0,18.57
09.07.1983 00:00:00,18.98,0,19.6
10.07.1983 00:00:00,19.21,0,19.15
11.07.1983 00:00:00,18.82,0,14.69
12.07.1983 00:00:00,18.52,0,15.33
13.07.1983 00:00:00,18.61,0,16.11
14.07.1983 00:00:00,18.98,0,17.43
15.07.1983 00:00:00,17.4,0,17.06
16.07.1983 00:00:00,17,0,17.92
17.07.1983 00:00:00,17,0,20.17
18.07.1983 00:00:00,17,0,20.9
19.07.1983 00:00:00,17.32,0,21.05
20.07.1983 00:00:00,17.68,0,19.17
21.07.1983 00:00:00,17.64,0,20.95
22.07.1983 00:00:00,16.96,0,21.87
23.07.1983 00:00:00,16.26,0,22.17
24.07.1983 00:00:00,16.26,11.1,20.71
25.07.1983 00:00:00,16.26,0,20.6
26.07.1983 00:00:00,16.77,0,22.19
27.07.1983 00:00:00,17,0,25.08
28.07.1983 00:00:00,16.51,24,23.91
29.07.1983 00:00:00,17,3.6,17.91
30.07.1983 00:00:00,16.7,1.8,17.65
31.07.1983 00:00:00,15.36,0,18.58
01.08.1983 00:00:00,15.19,0,20.12
02.08.1983 00:00:00,15.04,0,22.68
03.08.1983 00:00:00,15.1,1.8,22.84
04.08.1983 00:00:00,14.82,0,21.49
05.08.1983 00:00:00,14.91,0,21.96
06.08.1983 00:00:00,14.82,8,22.23
07.08.1983 00:00:00,15.33,0,20.88
08.08.1983 00:00:00,14.85,1.4,19.51
09.08.1983 00:00:00,14.82,2.6,15.81
10.08.1983 00:00:00,14.82,0,17.13
11.08.1983 00:00:00,14.82,0,14.57
12.08.1983 00:00:00,14.82,2,15.48
13.08.1983 00:00:00,14.82,0,13.75
14.08.1983 00:00:00,14.82,0,12.34
15.08.1983 00:00:00,14.76,0,13.7
16.08.1983 00:00:00,14.82,0,16.2
17.08.1983 00:00:00,14.79,0,18.22
18.08.1983 00:00:00,14.54,0,18.17
19.08.1983 00:00:00,14.35,8.1,15.15
20.08.1983 00:00:00,14.12,0,14.5
21.08.1983 00:00:00,14.12,0,15.19
22.08.1983 00:00:00,14.12,0,15.91
23.08.1983 00:00:00,14.12,0,16.05
24.08.1983 00:00:00,14.12,0,17.53
25.08.1983 00:00:00,14.12,11.1,14.95
26.08.1983 00:00:00,14.12,0,14.4
27.08.1983 00:00:00,14.12,0,13.73
28.08.1983 00:00:00,13.99,0,14.47
29.08.1983 00:00:00,13.42,0,14.56
30.08.1983 00:00:00,13.42,0,15.22
31.08.1983 00:00:00,13.27,0,15.9
01.09.1983 00:00:00,12.77,0,13.77
02.09.1983 00:00:00,12.74,0,14.33
03.09.1983 00:00:00,12.74,0,17.2
04.09.1983 00:00:00,12.74,0,16.6
05.09.1983 00:00:00,12.74,0,17.52
06.09.1983 00:00:00,12.74,0,17.34
07.09.1983 00:00:00,12.74,0,18.27
08.09.1983 00:00:00,12.74,23.5,16.92
09.09.1983 00:00:00,12.74,2.8,12.86
10.09.1983 00:00:00,12.74,0.8,11.89
11.09.1983 00:00:00,12.74,14.6,10.28
12.09.1983 00:00:00,13.38,11.1,10.67
13.09.1983 00:00:00,13.6,3.5,11.47
14.09.1983 00:00:00,13.48,3.5,12.27
15.09.1983 00:00:00,13.84,1.4,13.21
16.09.1983 00:00:00,14.12,8.4,11.32
17.09.1983 00:00:00,14.12,7,8.52
18.09.1983 00:00:00,15.55,13.8,9.4
19.09.1983 00:00:00,16.13,3.1,9.11
20.09.1983 00:00:00,16.46,4.7,10.71
21.09.1983 00:00:00,16.43,0,11.22
22.09.1983 00:00:00,15.69,0,11.17
23.09.1983 00:00:00,14.88,0,13.32
24.09.1983 00:00:00,14.34,0,13.37
25.09.1983 00:00:00,13.83,0,12.71
26.09.1983 00:00:00,12.77,0,12.6
27.09.1983 00:00:00,12.37,0,7.16
28.09.1983 00:00:00,11.66,0,7.68
29.09.1983 00:00:00,10.9,0,10.11
30.09.1983 00:00:00,10.6,0,9.8
01.10.1983 00:00:00,10.14,0,8.22
02.10.1983 00:00:00,9.94,0,5.69
03.10.1983 00:00:00,9.54,0,5.02
04.10.1983 00:00:00,9.07,0,5.65
05.10.1983 00:00:00,8.9,2.9,8.17
06.10.1983 00:00:00,8.74,0,10.92
07.10.1983 00:00:00,8.23,0,10.9
08.10.1983 00:00:00,7.99,0,9.88
09.10.1983 00:00:00,7.74,7,11.29
10.10.1983 00:00:00,8.01,8.7,7.89
11.10.1983 00:00:00,8.12,6.6,5.54
12.10.1983 00:00:00,7.85,0,5.62
13.10.1983 00:00:00,7.71,0,4.77
14.10.1983 00:00:00,7.51,3.4,6.79
15.10.1983 00:00:00,7.54,4.6,8.85
16.10.1983 00:00:00,7.41,1.9,7.17
17.10.1983 00:00:00,7.62,4.9,9.75
18.10.1983 00:00:00,7.57,0,7.67
19.10.1983 00:00:00,7.71,0.9,7.51
20.10.1983 00:00:00,7.56,1.6,12.41
21.10.1983 00:00:00,7.68,0,12.64
22.10.1983 00:00:00,7.71,0,14.05
23.10.1983 00:00:00,7.71,1,12.67
24.10.1983 00:00:00,7.34,0,11.49
25.10.1983 00:00:00,7.14,0,9.56
26.10.1983 00:00:00,7.14,2.5,13.43
27.10.1983 00:00:00,7.14,1.7,13.45
28.10.1983 00:00:00,7.01,0,15.14
29.10.1983 00:00:00,6.57,0,9.82
30.10.1983 00:00:00,6.08,0,5.25
31.10.1983 00:00:00,6.03,0,2.32
01.11.1983 00:00:00,6.03,1.7,4.71
02.11.1983 00:00:00,6.03,11.1,10.16
03.11.1983 00:00:00,6.63,5.4,7.82
04.11.1983 00:00:00,8.73,10.3,6.74
05.11.1983 00:00:00,10.47,3.7,4.03
06.11.1983 00:00:00,11.03,9.8,7.03
07.11.1983 00:00:00,14.45,1.8,12.4
08.11.1983 00:00:00,15.81,8.4,10.77
09.11.1983 00:00:00,16.36,2.2,6.93
10.11.1983 00:00:00,16.39,2.1,4.25
11.11.1983 00:00:00,16.19,0,2.53
12.11.1983 00:00:00,15.72,2.6,0.64
13.11.1983 00:00:00,14.95,0,2.54
14.11.1983 00:00:00,14.66,0,0.1
15.11.1983 00:00:00,13.93,0,1.92
16.11.1983 00:00:00,13.01,0,3.07
17.11.1983 00:00:00,12.74,0,2.08
18.11.1983 00:00:00,12.28,0,4.45
19.11.1983 00:00:00,12.06,8.6,3.92
20.11.1983 00:00:00,12.05,3.6,2.35
21.11.1983 00:00:00,12.66,2.1,2
22.11.1983 00:00:00,12.74,0,3.23
23.11.1983 00:00:00,12.74,0,4.65
24.11.1983 00:00:00,12.74,0,2.65
25.11.1983 00:00:00,12.74,0,-2.75
26.11.1983 00:00:00,12.37,0,-3.45
27.11.1983 00:00:00,12.07,0,-5.31
28.11.1983 00:00:00,11.65,1.5,-1.38
29.11.1983 00:00:00,11.31,4.7,1.15
30.11.1983 00:00:00,11.05,1.3,2.12
01.12.1983 00:00:00,10.77,0,1.94
02.12.1983 00:00:00,10.77,0,1.44
03.12.1983 00:00:00,10.77,0,-2.47
04.12.1983 00:00:00,10.77,0,-1.46
05.12.1983 00:00:00,10.77,3.8,2.04
06.12.1983 00:00:00,10.77,5.2,0.36
07.12.1983 00:00:00,10.77,4.1,0.17
08.12.1983 00:00:00,10.81,0,2.75
09.12.1983 00:00:00,13.45,1.4,5.01
10.12.1983 00:00:00,15.75,0,4.98
11.12.1983 00:00:00,16.68,0,3.07
12.12.1983 00:00:00,17,0,1.32
13.12.1983 00:00:00,16.94,0,0.02
14.12.1983 00:00:00,16.26,3.1,0.09
15.12.1983 00:00:00,15.55,0,1.48
16.12.1983 00:00:00,14.82,0,-1.7
17.12.1983 00:00:00,14.25,0,-1.79
18.12.1983 00:00:00,13.96,0,-1.3
19.12.1983 00:00:00,13.35,1.1,1.09
20.12.1983 00:00:00,12.74,1.2,2.05
21.12.1983 00:00:00,12.23,0,1.66
22.12.1983 00:00:00,12.07,4.4,6.34
23.12.1983 00:00:00,12,1.9,5.9
24.12.1983 00:00:00,11.55,0,5.63
25.12.1983 00:00:00,11.47,2.5,6.2
26.12.1983 00:00:00,11.24,1.5,4.87
27.12.1983 00:00:00,10.77,0,3.99
28.12.1983 00:00:00,10.77,4.5,5.02
29.12.1983 00:00:00,10.77,1.2,4.14
30.12.1983 00:00:00,10.77,0,1.27
31.12.1983 00:00:00,10.97,0,-1.97
01.01.1984 00:00:00,11.39,0,-1.04
02.01.1984 00:00:00,11.44,0,2.07
03.01.1984 00:00:00,11.42,1.5,3.66
04.01.1984 00:00:00,11.42,0,4.45
05.01.1984 00:00:00,11.05,0.7,4.21
06.01.1984 00:00:00,10.77,2.2,2.17
07.01.1984 00:00:00,10.77,5.2,5.37
08.01.1984 00:00:00,10.77,0,6.72
09.01.1984 00:00:00,10.77,4.2,7.19
10.01.1984 00:00:00,10.97,0,2.96
11.01.1984 00:00:00,11.92,0,0.43
12.01.1984 00:00:00,12.07,0,-1.49
13.01.1984 00:00:00,12.67,2.4,-0.72
14.01.1984 00:00:00,12.74,1.6,1.75
15.01.1984 00:00:00,12.63,1.5,1.31
16.01.1984 00:00:00,12.39,3,2.49
